subpop,treatment_combo,ate1,p-value1,ate2,p-value2,score
"{'IsDiagnosedDiabetes': 0.0, 'IsDiagnosedAsthma': 0.0, 'IsBornInUSA': 1.0, 'MaritalStatus': 'NeverMarried', 'DoesDoctorRecommendExercise': 0.0}","(('HoldHealthInsurance', 1),)",0.10881442603167385,0.0046217871915731285,0.08931124641780258,0.02370004456985033,0.01950317961387127
"{'IsDiagnosedAsthma': 0.0, 'Race': 'White', 'MaritalStatus': 'NeverMarried', 'DoesDoctorRecommendExercise': 0.0}","(('HoldHealthInsurance', 3),)",-0.12527047133780622,0.015299764456289567,-0.14094949609057567,0.023952562379609375,0.015679024752769444
"{'DoesDoctorRecommendExercise': 0.0, 'MaritalStatus': 'NeverMarried', 'IsDiagnosedAsthma': 0.0, 'IsDiagnosedDiabetes': 0.0, 'Race': 'White'}","(('HoldHealthInsurance', 3),)",-0.13167760202450596,0.010912746654483071,-0.14076158399731015,0.02561854244433235,0.00908398197280419
"{'MaritalStatus': 'NeverMarried', 'IsDiagnosedAsthma': 0.0, 'Age': '<30.00', 'Race': 'White'}","(('HoldHealthInsurance', 3),)",-0.1397164488495754,0.013601167800715496,-0.17356133498409998,0.00647951134850808,0.03384488613452458
"{'Race': 'White', 'IsDiagnosedDiabetes': 0.0, 'IsDiagnosedAsthma': 0.0, 'MaritalStatus': 'NeverMarried', 'Age': '<30.00'}","(('HoldHealthInsurance', 3),)",-0.14167247673682826,0.012512553349633679,-0.1848998747732844,0.0038665847173521587,0.043227398036456144
"{'Age': '<30.00', 'MaritalStatus': 'NeverMarried', 'Race': 'White', 'DoesDoctorRecommendExercise': 0.0}","(('HoldHealthInsurance', 1),)",0.2209960629568189,3.0205939622956495e-05,0.19734067607431338,0.000152239707953466,0.023655386882505514
"{'Race': 'White', 'IsDiagnosedDiabetes': 0.0, 'MaritalStatus': 'NeverMarried', 'Age': '<30.00', 'DoesDoctorRecommendExercise': 0.0}","(('HoldHealthInsurance', 2),)",-0.1329410333760977,0.04732672517299754,-0.16683068313446558,0.0020209089624354036,0.03388964975836789
"{'Age': '<30.00', 'IsDiagnosedAsthma': 0.0, 'MaritalStatus': 'NeverMarried', 'Race': 'White', 'DoesDoctorRecommendExercise': 0.0}","(('HoldHealthInsurance', 1),)",0.21224759972882068,0.00014061175414196178,0.19591913269462968,0.00037543806063546146,0.016328467034190997
"{'MaritalStatus': 'NeverMarried', 'IsDiagnosedAsthma': 0.0, 'IsDiagnosedDiabetes': 0.0, 'DoesDoctorRecommendExercise': 0.0, 'Age': '<30.00', 'Race': 'White'}","(('HoldHealthInsurance', 1),)",0.2117797831471686,0.00014735824505913395,0.20276517747138678,0.00024447956489265373,0.009014605675781828
"{'DoesDoctorRecommendExercise': 0.0, 'Region': 'South', 'MaritalStatus': 'NeverMarried'}","(('CurrentlySmoke', 0),)",-0.1256491706707057,0.03152512146718918,-0.18403881121650068,0.014838814550394847,0.058389640545794985
"{'Region': 'South', 'IsDiagnosedDiabetes': 0.0, 'DoesDoctorRecommendExercise': 0.0, 'MaritalStatus': 'NeverMarried'}","(('CurrentlySmoke', 0),)",-0.1306654567774937,0.025573417109508795,-0.20732610409110486,0.007228492562722496,0.07666064731361116
"{'Region': 'South', 'IsDiagnosedAsthma': 0.0, 'DoesDoctorRecommendExercise': 0.0, 'MaritalStatus': 'NeverMarried'}","(('CurrentlySmoke', 0),)",-0.12667252667882045,0.03780910197808783,-0.18383570776306013,0.019572893368522415,0.05716318108423968
"{'MaritalStatus': 'NeverMarried', 'DoesDoctorRecommendExercise': 0.0, 'IsDiagnosedAsthma': 0.0, 'Region': 'South', 'IsDiagnosedDiabetes': 0.0}","(('CurrentlySmoke', 0),)",-0.13125204380882638,0.031711474200821564,-0.19367097727320676,0.015323031529766995,0.06241893346438038
"{'IsDiagnosedAsthma': 0.0, 'Age': '<30.00', 'IsBornInUSA': 1.0, 'MaritalStatus': 'NeverMarried', 'Race': 'White', 'DoesDoctorRecommendExercise': 0.0}","(('IsWorking', 'ActivelyWorking'),)",0.13509512897943737,0.024206471460667366,0.1340588339040682,0.023803381053790172,0.0010362950753691758
"{'DoesDoctorRecommendExercise': 0.0, 'IsDiagnosedAsthma': 0.0, 'Age': '<30.00', 'IsBornInUSA': 1.0, 'IsDiagnosedDiabetes': 0.0, 'MaritalStatus': 'NeverMarried', 'Race': 'White'}","(('IsWorking', 'ActivelyWorking'),)",0.13412551764563752,0.025431774784450325,0.13238930335034377,0.025641514764407243,0.0017362142952937476
